"Wavelength (nm)","Intensity (arb. units)","TM Mode Intensity (arb. units)","TE Mode Intensity (arb. units)"
637.4233342271083,0.01373311970702673,0.008682383459220233,0.013855191882200302
637.3933827208003,0.016739147020675915,0.010498207064927101,0.012466620889600932
637.3634312144923,0.007568474860761398,0.004776073853665963,0.010650797283894065
637.3334797081843,0.007598992904554791,0.004821850919356052,0.007629510948348184
637.3035282018764,0.010009918364232817,0.006103608758678547,0.01054398413061719
637.2735766955683,0.013748378728923427,0.013092240787365483,0.015304798962386457
637.2436251892603,0.010360875867856834,0.009094377050431035,0.009292744335088088
637.2136736829524,0.007797360189211844,0.007095445181963811,0.01004043640802621
637.1837221766444,0.006958113984893544,0.00019836728465705278,0.004104676890211323
637.1537706703364,0.013962005035477176,0.004638742656595696,0.01377889677271682
637.1238191640284,0.007415884641794435,0.005050736247806498,0.008560311284046662
637.0938676577205,0.023682001983672762,0.014679179064621906,0.01651026169222547
637.0639161514124,0.01924162661173412,0.007721065079728362,0.011001754787518081
637.0339646451044,0.007675288014038273,0.010055695429922906,0.011276417181658616
637.0040131387965,0.007934691386282111,0.008773937590600411,0.011978332188906649
636.9740616324884,0.019760433356221796,0.010666056305790761,0.016998550392919753
636.9441101261805,0.014557106889448335,0.008239871824216038,0.015213244831006278
636.9141586198725,0.006256198977645511,0.007415884641794435,0.008422980086976395
636.8842071135645,0.008789196612497108,0.004791332875562659,0.011612115663385936
636.8542556072565,0.009552147707331926,0.007171740291447293,0.009796292057679068
636.8243041009486,0.004150453955901412,0.005737392233157834,0.008392462043183002
636.7943525946406,0.014557106889448335,0.014770733196002084,0.02125581750209804
636.7644010883325,0.010696574349584154,0.006958113984893544,0.0151216906996261
636.7344495820246,0.0067902647440298836,0.006088349736781851,0.011856260013733078
636.7044980757166,0.006256198977645511,0.004303044174868376,0.00491340505073623
636.6745465694086,0.011200122072175134,0.0096589608606088,0.010467689021133708
636.6445950631006,0.007171740291447293,0.0018463416495002605,0.006927595941100151
636.6146435567927,0.015045395590142618,0.012176699473563701,0.015106431677729404
636.5846920504846,0.012542915999084414,0.01193255512321656,0.01087968261234451
636.5547405441766,0.014557106889448335,0.012191958495460398,0.015091172655832708
636.5247890378687,0.010955977721827992,0.010437170977340315,0.01588464179446092
636.4948375315606,0.008850232700083893,0.008377203021286306,0.01751735713740743
636.4648860252527,0.015762569619287348,0.011306935225452008,0.017044327458609843
636.4349345189447,0.015808346684977437,0.008468757152666484,0.015594720378423688
636.4049830126368,0.017883573662928143,0.010788128480964332,0.009384298466468266
636.3750315063287,0.017120622568093324,0.013626306553749856,0.01226825360494388
636.3450800000207,0.014709697108415298,0.00999465934233612,0.014847028305485566
636.3151284937128,0.013687342641336642,0.005157549401083372,0.013214312962539054
636.2851769874047,0.012405584802014147,0.007003891050583633,0.016876478217746183
636.2552254810968,0.012024109254596738,0.002914473182269006,0.015442130159456724
636.2252739747888,0.012069886320286827,0.008117799649042468,0.006088349736781851
636.1953224684808,0.016571297779812255,0.008773937590600411,0.013046463721675394
636.1653709621728,0.014969100480659137,0.010528725108720494,0.007797360189211844
636.1354194558648,0.01991302357518876,0.015030136568245922,0.012542915999084414
636.1054679495569,0.010101472495612995,0.006271457999542207,0.005569542992294174
636.0755164432488,0.017639429312581,0.011581597619592543,0.0109254596780346
636.0455649369409,0.00785839627679863,0.007537956816968006,0.00440985732814525
636.0156134306329,0.009445334554055052,0.011200122072175134,0.009140154116121124
635.9856619243249,0.008789196612497108,0.006546120393682742,0.011795223926146292
635.9557104180169,0.013290608072022536,0.009308003356984784,0.007919432364385415
635.925758911709,0.008911268787670679,0.009231708247501302,0.008880750743877286
635.8958074054009,0.009018081940947553,0.008682383459220233,0.009948882276646032
635.8658558990929,0.012130922407873612,0.007431143663691131,0.009414816510261659
635.835904392785,0.010101472495612995,0.0076600289921415765,0.00949111161974514
635.8059528864769,0.01142900740062558,0.008422980086976395,0.0096589608606088
635.776001380169,0.01528953994048976,0.009308003356984784,0.011902037079423167
635.746049873861,0.01327534905012584,0.00949111161974514,0.01562523842221708
635.7160983675531,0.011154345006485045,0.009857328145265853,0.012680247196154681
635.686146861245,0.008102540627145771,0.004135194934004716,0.008133058670939164
635.656195354937,0.014175631342030925,0.013382162203402714,0.015564202334630295
635.6262438486291,0.017425803006027252,0.010818646524757725,0.018677042801556354
635.596292342321,0.013870450904096998,0.012878614480811734,0.010131990539406388
635.5663408360131,0.01159685664148924,0.012573434042877807,0.01171892881666281
635.5363893297051,0.013626306553749856,0.006530861371786045,0.014221408407721015
635.506437823397,0.017151140611886717,0.014572365911345031,0.016433966582741988
635.4764863170891,0.008255130846112735,0.003280689707789719,0.00953688868543523
635.4465348107811,0.010269321736476655,0.0038910505836575737,0.009781033035782372
635.4165833044731,0.01020828564888987,0.007446402685587827,0.01377889677271682
635.3866317981651,0.009079118028534339,0.00747692072938122,0.01499961852445253
635.3566802918572,0.01466392004272521,0.005661097123674352,0.013931486991683784
635.3267287855492,0.01591515983825431,0.005508506904707389,0.014206149385824318
635.2967772792412,0.014053559166857355,0.01020828564888987,0.01533531700617985
635.2668257729332,0.015304798962386457,0.006881818875410062,0.014969100480659137
635.2368742666253,0.008270389868009431,0.008621347371633448,0.011139085984588348
635.2069227603172,0.017334248874647074,0.011032272831311474,0.015396353093766635
635.1769712540092,0.014373998626687978,0.012802319371328252,0.015533684290836902
635.1470197477013,0.008331425955596217,0.007949950408178807,0.016998550392919753
635.1170682413932,0.010864423590447814,0.011535820553902454,0.021530479896238575
635.0871167350853,0.012664988174257985,0.007827878233005237,0.013809414816510213
635.0571652287773,0.010910200656137903,0.011444266422522276,0.009002822919050857
635.0272137224692,0.014755474174105387,0.00819409475852595,0.0076600289921415765
634.9972622161613,0.01663233386739904,0.016449225604638684,0.015365835049973242
634.9673107098533,0.014770733196002084,0.014099336232547444,0.01948577096208126
634.9373592035454,0.01104753185320817,0.01037613488975353,0.017532616159304126
634.9074076972373,0.004272526131074983,0.0010986495765621385,0.007949950408178807
634.8774561909294,0.00898756389715416,0.004821850919356052,0.01188677805752647
634.8475046846214,0.016739147020675915,0.014358739604791282,0.014969100480659137
634.8175531783133,0.015106431677729404,0.009124895094224428,0.015594720378423688
634.7876016720054,0.008117799649042468,0.008758678568703715,0.012909132524605127
634.7576501656974,0.011673151750972721,0.012497138933394325,0.015609979400320384
634.7276986593894,0.017792019531547965,0.011779964904249596,0.0197451743343251
634.6977471530814,0.010437170977340315,0.012802319371328252,0.01449607080186155
634.6677956467735,0.0043793392843518575,0.006546120393682742,0.00970473792629889
634.6378441404654,0.014755474174105387,0.006149385824368636,0.013931486991683784
634.6078926341575,0.02024872205691608,0.010894941634241206,0.016937514305332968
634.5779411278495,0.011230640115968527,0.00949111161974514,0.0059967956054016724
634.5479896215415,0.012314030670633969,0.00949111161974514,0.010864423590447814
634.5180381152335,0.01361104753185316,0.013305867093919233,0.018326085297932337
634.4880866089255,0.01747158007171734,0.021149004348821165,0.020340276188296258
634.4581351026176,0.010910200656137903,0.008636606393530144,0.011367971313038794
634.4281835963095,0.009964141298542728,0.009643701838712104,0.013122758831158876
634.3982320900016,0.006118867780575243,0.008392462043183002,0.010482948043030405
634.3682805836936,0.016327153429465113,0.01243610284580754,0.015365835049973242
634.3383290773855,0.007019150072480329,0.007446402685587827,0.005828946364538012
634.3083775710776,0.010894941634241206,0.004562447547112214,0.008209353780422646
634.2784260647696,0.015274280918593064,0.009384298466468266,0.0214236667429617
634.2484745584616,0.019806210421911885,0.014648661020828513,0.019668879224841618
634.2185230521536,0.01658655680170895,0.008590829327840055,0.01831082627603564
634.1885715458457,0.017166399633783413,0.012664988174257985,0.015991454947737793
634.1586200395377,0.016235599298084935,0.010315098802166744,0.011413748378728883
634.1286685332296,0.014587624933241727,0.012039368276493434,0.012207217517357094
634.0987170269217,0.007705806057831666,0.0031280994888227553,0.008117799649042468
634.0687655206137,0.010055695429922906,0.008911268787670679,0.01449607080186155
634.0388140143057,0.010345616845960137,0.01004043640802621,0.016647592889295737
634.0088625079977,0.016495002670328773,0.012008850232700041,0.018799114976729925
633.9789110016898,0.008743419546807019,0.004974441138323016,0.013580529488059767
633.9489594953817,0.0096589608606088,0.0014190890363927622,0.004150453955901412
633.9190079890737,0.018158236057068677,0.0142824444953078,0.012954909590295216
633.8890564827658,0.014923323414969047,0.013412680247196107,0.014221408407721015
633.8591049764578,0.016571297779812255,0.008834973678187197,0.01495384145876244
633.8291534701498,0.012573434042877807,0.008010986495765593,0.011673151750972721
633.7992019638418,0.010635538261997368,0.012741283283741467,0.007400625619897738
633.7692504575339,0.016784924086366004,0.009124895094224428,0.013962005035477176
633.7392989512258,0.01828030823224225,0.008331425955596217,0.013824673838406909
633.7093474449179,0.019729915312428403,0.01718165865568011,0.017914091706721536
633.6793959386099,0.034424353398947005,0.01948577096208126,0.011413748378728883
633.6494444323018,0.03721675440604244,0.0231021591515983,0.010254062714579959
633.6194929259939,0.038666361486228595,0.02276646066987098,0.00903334096284425
633.5895414196859,0.02671854734111534,0.016830701152056093,0.008728160524910322
633.5595899133779,0.02420080872816044,0.017868314641031446,0.01634241245136181
633.5296384070699,0.016983291371023057,0.010971236743724688,0.015136949721522797
633.499686900762,0.017486839093614037,0.005111772335393283,0.012970168612191912
633.469735394454,0.02024872205691608,0.01327534905012584,0.020340276188296258
633.4397838881459,0.013977264057373873,0.012924391546501823,0.020096131837949116
633.409832381838,0.015274280918593064,0.0096589608606088,0.006652933546959616
633.37988087553,0.012710765239948074,0.014251926451514407,0.013260090028229143
633.349929369222,0.013931486991683784,0.008834973678187197,0.011230640115968527
633.319977862914,0.014587624933241727,0.013824673838406909,0.0168001831082627
633.2900263566061,0.011062790875104866,0.013244831006332447,0.01255817502098111
633.260074850298,0.008178835736629253,0.006378271152819082,0.008682383459220233
633.23012334399,0.015426871137560028,0.008010986495765593,0.011856260013733078
633.2001718376821,0.015823605706874133,0.008407721065079699,0.012909132524605127
633.170220331374,0.012207217517357094,0.007629510948348184,0.01550316624704351
633.1402688250661,0.00932326237888148,0.003616388189517039,0.015823605706874133
633.1103173187581,0.017868314641031446,0.013000686655985305,0.020813305867093845
633.0803658124502,0.01155107957579915,0.0076600289921415765,0.00898756389715416
633.0504143061421,0.01293965056839852,0.008270389868009431,0.008453498130769788
633.0204627998341,0.012375066758220754,0.010009918364232817,0.01567101548790717
632.9905112935262,0.01255817502098111,0.012039368276493434,0.008728160524910322
632.9605597872181,0.014526588845654942,0.010437170977340315,0.012069886320286827
632.9306082809102,0.00785839627679863,0.004791332875562659,0.009048599984740946
632.9006567746022,0.006485084306095956,0.003952086671244359,0.007629510948348184
632.8707052682942,0.013504234378576285,0.007278553444724167,0.01545738918135342
632.8407537619862,0.01878385595483323,0.009521629663538533,0.01629663538567172
632.8108022556783,0.020233463035019383,0.006317235065232296,0.019897764553292063
632.7808507493702,0.02226291294728,0.013076981765468787,0.018966964217593585
632.7508992430622,0.02439917601281749,0.013748378728923427,0.018677042801556354
632.7209477367543,0.017959868772411625,0.00785839627679863,0.014892805371175655
632.6909962304463,0.017669947356374394,0.012237735561150487,0.015381094071869938
632.6610447241383,0.01591515983825431,0.011490043488212365,0.01658655680170895
632.6310932178303,0.015564202334630295,0.009933623254749335,0.01605249103532458
632.6011417115224,0.015045395590142618,0.011200122072175134,0.016449225604638684
632.5711902052143,0.009338521400778177,0.006027313649195065,0.011779964904249596
632.5412386989063,0.012298771648737272,0.008896009765773982,0.009933623254749335
632.5112871925984,0.011642633707179328,0.0059967956054016724,0.013748378728923427
632.4813356862903,0.01588464179446092,0.004394598306248554,0.01605249103532458
632.4513841799824,0.011657892729076025,0.012741283283741467,0.016617074845502344
632.4214326736744,0.010437170977340315,0.008682383459220233,0.00848401617456318
632.3914811673665,0.010284580758373352,0.009353780422674873,0.007721065079728362
632.3615296610584,0.01222247653925379,0.006668192568856313,0.012787060349431556
632.3315781547504,0.017792019531547965,0.012542915999084414,0.01709010452429993
632.3016266484425,0.014084077210650747,0.0069123369192034545,0.012375066758220754
632.2716751421344,0.012695506218051378,0.00819409475852595,0.018036163881895106
632.2417236358265,0.018509193560692694,0.014053559166857355,0.016327153429465113
632.2117721295185,0.013717860685130034,0.005645838101777656,0.010910200656137903
632.1818206232105,0.017639429312581,0.011673151750972721,0.014572365911345031
632.1518691169025,0.015243762874799671,0.010605020218203975,0.014755474174105387
632.1219176105946,0.01957732509346144,0.010910200656137903,0.014068818188754051
632.0919661042865,0.020737010757610363,0.013855191882200302,0.01709010452429993
632.0620145979785,0.007675288014038273,0.0073701075761043455,0.013595788509956463
632.0320630916706,0.003784237430380699,0.0042114900434881974,0.00764476997024488
632.0021115853626,0.01583886472877083,0.01600671396963449,0.016861219195849486
631.9721600790546,0.011123826962691652,0.011200122072175134,0.012039368276493434
631.9422085727466,0.013076981765468787,0.009430075532158355,0.012466620889600932
631.9122570664387,0.007415884641794435,0.009445334554055052,0.010742351415274243
631.8823055601306,0.01814297703517198,0.017151140611886717,0.0172274357213702
631.8523540538226,0.012573434042877807,0.010605020218203975,0.010803387502861028
631.8224025475147,0.008773937590600411,0.009002822919050857,0.011993591210803345
631.7924510412066,0.013550011444266374,0.015976195925841097,0.01016250858319978
631.7624995348987,0.016647592889295737,0.015106431677729404,0.009048599984740946
631.7325480285907,0.00730907148851756,0.003784237430380699,0.00932326237888148
631.7025965222826,0.005981536583504976,0.00831616693369952,0.007736324101625058
631.6726450159747,0.014023041123063962,0.0159609369039444,0.015182726787212886
631.6426935096667,0.01705958648050654,0.012176699473563701,0.019333180743114298
631.6127420033588,0.011749446860456203,0.011062790875104866,0.012451361867704236
631.5827904970507,0.011291676203555312,0.009246967269397999,0.012085145342183523
631.5528389907428,0.002166781109330884,0.0020447089341573133,0.0035095750362401645
631.5228874844348,0.01210040436408022,0.005645838101777656,0.01037613488975353
631.4929359781268,0.009475852597848444,0.004699778744182481,0.008041504539558986
631.4629844718188,0.012954909590295216,0.007629510948348184,0.012817578393224949
631.4330329655108,0.019439993896391172,0.01243610284580754,0.016784924086366004
631.4030814592028,0.020340276188296258,0.014206149385824318,0.015777828641184044
631.3731299528948,0.013244831006332447,0.007171740291447293,0.010147249561303084
631.3431784465869,0.0189059281300068,0.017959868772411625,0.01583886472877083
631.3132269402788,0.012039368276493434,0.012634470130464592,0.015442130159456724
631.2832754339709,0.012741283283741467,0.012130922407873612,0.012756542305638163
631.2533239276629,0.013809414816510213,0.013534752422369678,0.002410925459678026
631.223372421355,0.02020294499122599,0.010864423590447814,0.012115663385976916
631.1934209150469,0.028305485618371762,0.018005645838101714,0.012283512626840576
631.1634694087389,0.031479362172884606,0.024338139925230706,0.010101472495612995
631.133517902431,0.05792324711985941,0.03138780804150443,0.00680552376592658
631.1035663961229,0.057312886243991557,0.03704890516517878,0.01289387350270843
631.073614889815,0.04483100633249393,0.03244068055237648,0.01705958648050654
631.043663383507,0.022705424582284195,0.01667811093308913,0.014969100480659137
631.013711877199,0.020508125429159918,0.01588464179446092,0.012298771648737272
630.983760370891,0.02214084077210643,0.02389562829022651,0.01953154802777135
630.953808864583,0.011627374685282632,0.014206149385824318,0.011276417181658616
630.923857358275,0.009399557488364962,0.005264362554360247,0.0040894178683146265
630.893905851967,0.011993591210803345,0.005050736247806498,0.009887846189059246
630.8639543456591,0.0151216906996261,0.013626306553749856,0.013519493400472982
630.8340028393511,0.009262226291294695,0.0052491035324635504,0.0063019760433356
630.804051333043,0.008728160524910322,0.009903105210955943,0.010574502174410583
630.7740998267351,0.01709010452429993,0.013122758831158876,0.014175631342030925
630.7441483204271,0.019714656290531707,0.012451361867704236,0.018097199969481892
630.7141968141191,0.013351644159609322,0.008285648889906128,0.016113527122911364
630.6842453078111,0.016769665064469308,0.010009918364232817,0.013839932860303605
630.6542938015032,0.01625085831998163,0.011627374685282632,0.012710765239948074
630.6243422951951,0.014709697108415298,0.013138017853055572,0.013931486991683784
630.5943907888872,0.021698329137102235,0.01289387350270843,0.017318989852750377
630.5644392825792,0.016601815823605648,0.015655756466010473,0.018387121385519123
630.5344877762711,0.011993591210803345,0.00903334096284425,0.017029068436713146
630.5045362699632,0.014129854276340836,0.014175631342030925,0.016372930495155202
630.4745847636552,0.016266117341878328,0.01243610284580754,0.017990386816205017
630.4446332573473,0.01962310215915153,0.01483176928358887,0.020355535210192954
630.4146817510392,0.016739147020675915,0.01562523842221708,0.017639429312581
630.3847302447313,0.01886015106431671,0.013015945677882002,0.02226291294728
630.3547787384233,0.015594720378423688,0.008133058670939164,0.017746242465857875
630.3248272321152,0.027756160830090693,0.010650797283894065,0.0218509193560692
630.2948757258073,0.025604638742656505,0.005050736247806498,0.01377889677271682
630.2649242194993,0.031860837720302015,0.011825741969939685,0.02096589608606081
630.2349727131913,0.03143358510719452,0.00982681010147246,0.02587930113679704
630.2050212068833,0.027252613107499712,0.015426871137560028,0.025192645151445703
630.1750697005754,0.014587624933241727,0.006347753109025689,0.01322957198443575
630.1451181942673,0.017456321049820644,0.009735255970092282,0.013488975356679589
630.1151666879593,0.014389257648584675,0.009002822919050857,0.011520561532005757
630.0852151816514,0.019607843137254832,0.014648661020828513,0.021606775005722056
630.0552636753434,0.02066071564812688,0.014251926451514407,0.016067750057221275
630.0253121690354,0.016479743648432077,0.015777828641184044,0.020599679560540096
629.9953606627274,0.00865186541542684,0.012695506218051378,0.012756542305638163
629.9654091564195,0.013702601663233338,0.013931486991683784,0.011871519035629774
629.9354576501114,0.009338521400778177,0.009430075532158355,0.006927595941100151
629.9055061438034,0.007217517357137382,0.004943923094529623,0.004852368963149445
629.8755546374955,0.015396353093766635,0.007278553444724167,0.010772869459067635
629.8456031311874,0.013504234378576285,0.010345616845960137,0.013702601663233338
629.8156516248795,0.011032272831311474,0.014145113298237533,0.011856260013733078
629.7857001185715,0.015197985809109582,0.014740215152208691,0.012954909590295216
629.7557486122636,0.009338521400778177,0.007568474860761398,0.01020828564888987
629.7257971059555,0.012527656977187718,0.01188677805752647,0.016571297779812255
629.6958455996476,0.011444266422522276,0.0096589608606088,0.008407721065079699
629.6658940933396,0.013305867093919233,0.009353780422674873,0.011398489356832187
629.6359425870315,0.011749446860456203,0.003646906233310432,0.013488975356679589
629.6059910807236,0.012283512626840576,0.00764476997024488,0.008896009765773982
629.5760395744156,0.014419775692378067,0.008285648889906128,0.011841000991836381
629.5460880681076,0.01919584954604403,0.008773937590600411,0.013595788509956463
629.5161365617996,0.006576638437476134,0.009948882276646032,0.009781033035782372
629.4861850554917,0.012359807736324058,0.009308003356984784,0.017196917677576806
629.4562335491836,0.015091172655832708,0.012176699473563701,0.015091172655832708
629.4262820428756,0.0142824444953078,0.012344548714427361,0.01667811093308913
629.3963305365677,0.015045395590142618,0.010238803692683263,0.01361104753185316
629.3663790302597,0.009079118028534339,0.0016021972991531186,0.009613183794918712
629.3364275239517,0.014480811779964853,0.005142290379186676,0.016571297779812255
629.3064760176437,0.016571297779812255,0.015899900816357615,0.015228503852902975
629.2765245113358,0.008041504539558986,0.01205462729839013,0.014389257648584675
629.2465730050277,0.018295567254138945,0.008606088349736751,0.015274280918593064
629.2166214987197,0.010635538261997368,0.006515602349889349,0.010238803692683263
629.1866699924118,0.013641565575646553,0.0088197146562905,0.010666056305790761
629.1567184861037,0.017318989852750377,0.013321126115815929,0.01445029373617146
629.1267669797958,0.01936369878690769,0.013504234378576285,0.013138017853055572
629.0968154734878,0.01675440604257261,0.014862287327382262,0.016403448538948595
629.0668639671798,0.01861600671396957,0.010864423590447814,0.013321126115815929
629.0369124608718,0.017151140611886717,0.014404516670481371,0.013458457312886196
629.0069609545639,0.012512397955291021,0.012649729152361289,0.011032272831311474
628.9770094482559,0.013504234378576285,0.00819409475852595,0.00869764248111693
628.9470579419478,0.012542915999084414,0.01033035782406344,0.010833905546654421
628.9171064356399,0.013504234378576285,0.019348439765010994,0.01641870756084529
628.8871549293319,0.013580529488059767,0.023254749370565264,0.012954909590295216
628.8572034230239,0.011276417181658616,0.027145799954222838,0.00953688868543523
628.8272519167159,0.015060654612039315,0.03334096284428156,0.016449225604638684
628.797300410408,0.01499961852445253,0.029800869764248006,0.01188677805752647
628.7673489040999,0.025680933852139987,0.056610971236743524,0.022674906538490802
628.7373973977919,0.02717631799801623,0.04708934157320499,0.011810482948042988
628.707445891484,0.05136186770427997,0.03347829404135183,0.012832837415121645
628.6774943851759,0.08143739986266874,0.04567025253681223,0.011825741969939685
628.647542878868,0.1164568551155869,0.06500343327992653,0.013290608072022536
628.61759137256,0.11767757686732261,0.07409781033035756,0.01773098344396118
628.5876398662521,0.08102540627145771,0.05497825589379701,0.020386053253986347
628.557688359944,0.0415808346684976,0.032959487296864154,0.01773098344396118
628.527736853636,0.031143663691157286,0.022903791866941248,0.02214084077210643
628.4977853473281,0.021316853589684825,0.020065613794155723,0.01852445258258939
628.46783384102,0.01945525291828787,0.00999465934233612,0.014251926451514407
628.4378823347121,0.017456321049820644,0.006775005722133187,0.020401312275883043
628.4079308284041,0.01243610284580754,0.009445334554055052,0.012848096437018341
628.377979322096,0.017578393224994215,0.014862287327382262,0.0163881895170519
628.3480278157881,0.01562523842221708,0.013473716334782893,0.02075226977950706
628.3180763094801,0.01588464179446092,0.014221408407721015,0.01844815747310591
628.2881248031722,0.02201876859693286,0.012695506218051378,0.020981155107957505
628.2581732968641,0.022232394903486608,0.012970168612191912,0.021530479896238575
628.2282217905562,0.018921187151903496,0.016540779736018862,0.023971923399709993
628.1982702842482,0.021820401312275806,0.011612115663385936,0.022827496757457766
628.1683187779402,0.016708628976882522,0.012787060349431556,0.014679179064621906
628.1383672716322,0.015548943312733599,0.011413748378728883,0.01924162661173412
628.1084157653243,0.017105363546196628,0.009567406729228622,0.01461814297703512
628.0784642590162,0.017273212787060288,0.007629510948348184,0.014526588845654942
628.0485127527082,0.015365835049973242,0.009842069123369157,0.011947814145113256
628.0185612464003,0.017044327458609843,0.010635538261997368,0.013305867093919233
627.9886097400922,0.011673151750972721,0.011230640115968527,0.015899900816357615
627.9586582337843,0.013824673838406909,0.0072022583352406855,0.018341344319829034
627.9287067274763,0.014816510261692173,0.009735255970092282,0.017242694743266895
627.8987552211684,0.015381094071869938,0.00697337300679024,0.022903791866941248
627.8688037148603,0.020721751735713667,0.0054627298390173,0.017715724422064483
627.8388522085523,0.02420080872816044,0.0011291676203555312,0.015411612115663331
627.8089007022444,0.03546196688792236,0.013015945677882002,0.027496757457846854
627.7789491959363,0.043076218814373846,0.008911268787670679,0.028030823224231227
