t,x,y,vx,vy,v,
0.000,0.523,0.387,,,
0.017,0.522,0.384,-6.376E-2,-0.329,0.336
0.033,0.521,0.376,-8.502E-2,-0.361,0.371
0.050,0.519,0.372,-0.170,-0.414,0.448
0.067,0.516,0.362,-0.234,-0.659,0.699
0.083,0.512,0.350,-0.149,-0.723,0.738
0.100,0.511,0.338,-0.266,-0.882,0.921
0.117,0.503,0.320,-0.446,-1.073,1.162
0.133,0.496,0.302,-0.436,-0.956,1.051
0.150,0.488,0.288,-0.627,-1.169,1.327
0.167,0.475,0.264,-0.945,-1.529,1.797
0.183,0.457,0.237,-0.996,-1.492,1.794
0.200,0.442,0.214,-0.987,-1.430,1.738
0.217,0.424,0.190,-1.105,-1.424,1.803
0.233,0.405,0.166,-1.446,-1.552,2.121
0.250,0.376,0.138,-2.062,-1.679,2.659
0.267,0.336,0.110,-1.956,-1.573,2.510
0.283,0.310,8.552E-2,-2.083,-1.446,2.536
0.300,0.267,6.213E-2,-2.551,-1.254,2.843
0.317,0.225,4.371E-2,-2.296,-0.957,2.487
0.333,0.190,3.024E-2,-1.743,-0.723,1.887
0.350,0.167,1.962E-2,-3.040,-0.744,3.130
0.367,8.866E-2,5.443E-3,-3.680,-0.574,3.725
0.383,4.472E-2,4.832E-4,-2.550,-0.255,2.563
0.400,3.626E-3,-3.060E-3,-2.718,-2.124E-2,2.718
0.417,-4.598E-2,-2.254E-4,-2.955,0.340,2.974
0.433,-9.487E-2,8.278E-3,-2.640,0.596,2.706
0.450,-0.134,1.962E-2,-2.870,0.872,2.999
0.467,-0.191,3.733E-2,-2.865,0.997,3.034
0.483,-0.230,5.292E-2,-2.551,1.297,2.862
0.500,-0.276,8.056E-2,-2.658,1.659,3.133
0.517,-0.318,0.108,-2.168,1.467,2.618
0.533,-0.348,0.129,-1.616,1.361,2.112
0.550,-0.372,0.154,-1.509,1.424,2.075
0.567,-0.398,0.177,-1.297,1.488,1.974
0.583,-0.415,0.203,-1.105,1.679,2.011
0.600,-0.435,0.233,-1.233,1.616,2.032
0.617,-0.456,0.257,-0.999,1.424,1.740
0.633,-0.468,0.280,-0.702,1.382,1.550
0.650,-0.480,0.303,-0.765,1.275,1.487
0.667,-0.494,0.323,-0.659,1.212,1.379
0.683,-0.502,0.343,-0.340,1.105,1.157
0.700,-0.505,0.360,-0.213,0.872,0.897
0.717,-0.509,0.373,-0.191,0.723,0.748
0.733,-0.512,0.384,-0.191,0.510,0.545
0.750,-0.515,0.390,-0.106,0.340,0.356
0.767,-0.515,0.395,-4.252E-2,0.234,0.238
0.783,-0.516,0.397,-4.252E-2,8.503E-2,9.507E-2
0.800,-0.516,0.398,0.000,-4.252E-2,4.252E-2
0.817,-0.516,0.396,6.377E-2,-0.213,0.222
0.833,-0.514,0.391,0.128,-0.361,0.383
0.850,-0.512,0.384,0.128,-0.531,0.547
0.867,-0.510,0.373,0.128,-0.595,0.609
0.883,-0.508,0.364,0.170,-0.765,0.784
0.900,-0.504,0.348,0.404,-0.999,1.078
0.917,-0.495,0.331,0.510,-1.169,1.276
0.933,-0.487,0.309,0.659,-1.318,1.474
0.950,-0.473,0.287,0.829,-1.275,1.521
0.967,-0.460,0.266,0.829,-1.275,1.521
0.983,-0.445,0.244,0.935,-1.531,1.794
1.000,-0.429,0.215,1.127,-1.807,2.129
1.017,-0.407,0.184,1.531,-1.786,2.352
1.033,-0.378,0.156,1.701,-1.594,2.331
1.050,-0.351,0.131,1.679,-1.361,2.161
1.067,-0.322,0.110,1.913,-1.339,2.335
1.083,-0.287,8.622E-2,2.190,-1.361,2.578
1.100,-0.249,6.497E-2,2.277,-1.192,2.570
1.117,-0.211,4.654E-2,2.530,-1.233,2.814
1.133,-0.164,2.387E-2,2.970,-0.933,3.113
1.150,-0.112,1.536E-2,2.997,-0.489,3.037
1.167,-6.440E-2,7.569E-3,2.601,-0.405,2.633
1.183,-2.543E-2,1.900E-3,2.849,-0.340,2.869
1.200,3.055E-2,-3.768E-3,3.288,-2.122E-2,3.289
1.217,8.441E-2,1.192E-3,3.189,0.616,3.248
1.233,0.137,1.678E-2,3.189,0.893,3.311
1.250,0.191,3.095E-2,2.487,0.680,2.579
1.267,0.220,3.946E-2,2.105,0.765,2.239
1.283,0.261,5.646E-2,2.317,1.169,2.595
1.300,0.297,7.843E-2,2.126,1.297,2.490
1.317,0.332,9.969E-2,1.849,1.361,2.296
1.333,0.359,0.124,1.786,1.531,2.352
1.350,0.391,0.151,1.764,1.637,2.407
1.367,0.417,0.178,1.361,1.764,2.228
1.383,0.437,0.210,1.042,1.594,1.904
1.400,0.452,0.231,0.872,1.361,1.616
1.417,0.466,0.255,0.787,1.233,1.462
