t,x,y,vx,vy,v,
0.000000E0,9.975533E-2,1.018708E-2,,,
1.666744E-2,9.393224E-2,8.843290E-3,-3.628233E-1,-9.406529E-2,3.748186E-1
3.333488E-2,8.766122E-2,7.051570E-3,-4.434506E-1,-2.687580E-2,4.442643E-1
5.000232E-2,7.915055E-2,7.947430E-3,-4.300127E-1,-0.000000E0,4.300127E-1
6.666976E-2,7.332746E-2,7.051570E-3,-3.896990E-1,-9.406529E-2,4.008910E-1
8.333720E-2,6.616058E-2,4.811921E-3,-4.434506E-1,-6.718949E-2,4.485119E-1
1.000046E-1,5.854577E-2,4.811921E-3,-4.703264E-1,-2.687580E-2,4.710937E-1
1.166721E-1,5.048303E-2,3.916061E-3,-5.375159E-1,-2.687580E-2,5.381874E-1
1.333395E-1,4.062858E-2,3.916061E-3,-5.509538E-1,-2.687580E-2,5.516089E-1
1.500070E-1,3.211791E-2,3.020201E-3,-5.643917E-1,-5.375159E-2,5.669455E-1
1.666744E-1,2.181552E-2,2.124341E-3,-5.912675E-1,-4.031369E-2,5.926403E-1
1.833418E-1,1.240899E-2,1.676411E-3,-5.106401E-1,1.343790E-2,5.108169E-1
2.000093E-1,4.794181E-3,2.572271E-3,-5.778296E-1,2.687580E-2,5.784543E-1
2.166767E-1,-6.851998E-3,2.572271E-3,-6.047054E-1,2.687580E-2,6.053024E-1
2.333442E-1,-1.536267E-2,3.468131E-3,-5.375159E-1,6.718949E-2,5.416990E-1
2.500116E-1,-2.476920E-2,4.811921E-3,-5.643917E-1,5.375159E-2,5.669455E-1
2.666790E-1,-3.417572E-2,5.259851E-3,-5.799561E-1,4.046206E-2,5.813659E-1
2.833465E-1,-4.403018E-2,6.155710E-3,-4.836031E-1,5.373368E-2,4.865792E-1
3.000139E-1,-5.030120E-2,7.051570E-3,-4.550683E-1,4.015308E-2,4.568363E-1
3.166813E-1,-5.925980E-2,7.499500E-3,-5.375159E-1,9.406529E-2,5.456846E-1
3.333488E-1,-6.821840E-2,1.018708E-2,-4.972022E-1,9.406529E-2,5.060221E-1
3.500162E-1,-7.583321E-2,1.063501E-2,-4.300127E-1,2.687580E-2,4.308518E-1
3.666837E-1,-8.255216E-2,1.108294E-2,-4.165748E-1,6.718949E-2,4.219586E-1
3.833511E-1,-8.971904E-2,1.287466E-2,-3.628233E-1,4.031369E-2,3.650560E-1
4.000185E-1,-9.464627E-2,1.242673E-2,-3.225096E-1,-1.343790E-2,3.227894E-1
4.166860E-1,-1.004694E-1,1.242673E-2,-3.348314E-1,4.017976E-2,3.372335E-1
4.333534E-1,-1.058445E-1,1.377052E-2,-2.821018E-1,8.060052E-2,2.933903E-1
4.500209E-1,-1.098759E-1,1.511431E-2,-2.560883E-1,8.087000E-2,2.685539E-1
4.666883E-1,-1.143552E-1,1.645810E-2,-2.282161E-1,6.712237E-2,2.378823E-1
4.833557E-1,-1.174907E-1,1.735396E-2,-2.150064E-1,4.031369E-2,2.187531E-1
5.000232E-1,-1.215221E-1,1.780189E-2,-1.479648E-1,1.345135E-2,1.485750E-1
5.166906E-1,-1.224179E-1,1.780189E-2,-4.031369E-2,1.343790E-2,4.249437E-2
5.333581E-1,-1.228659E-1,1.824982E-2,-9.406529E-2,5.375159E-2,1.083398E-1
5.500255E-1,-1.255534E-1,1.959361E-2,-1.075032E-1,2.687580E-2,1.108117E-1
5.666929E-1,-1.264493E-1,1.914568E-2,-2.687580E-2,-1.343790E-2,3.004805E-2
5.833604E-1,-1.264493E-1,1.914568E-2,1.075032E-1,-4.031369E-2,1.148135E-1
6.000278E-1,-1.228659E-1,1.780189E-2,1.881306E-1,-6.718949E-2,1.997687E-1
6.166953E-1,-1.201783E-1,1.690603E-2,1.878801E-1,-4.026001E-2,1.921452E-1
6.333627E-1,-1.165948E-1,1.645810E-2,1.746345E-1,-2.686684E-2,1.766891E-1
6.500301E-1,-1.143552E-1,1.601017E-2,1.748675E-1,-5.380540E-2,1.829581E-1
6.666976E-1,-1.107717E-1,1.466638E-2,1.881306E-1,-6.718949E-2,1.997687E-1
6.833650E-1,-1.080842E-1,1.377052E-2,1.881306E-1,-6.718949E-2,1.997687E-1
7.000325E-1,-1.045007E-1,1.242673E-2,2.956338E-1,-6.718949E-2,3.031728E-1
7.166999E-1,-9.822971E-2,1.153087E-2,3.628233E-1,-4.031369E-2,3.650560E-1
7.333673E-1,-9.240662E-2,1.108294E-2,3.628233E-1,-4.031369E-2,3.650560E-1
7.500348E-1,-8.613560E-2,1.018708E-2,4.165748E-1,-8.062739E-2,4.243058E-1
7.667022E-1,-7.852079E-2,8.395360E-3,4.300127E-1,-6.718949E-2,4.352303E-1
7.833697E-1,-7.180184E-2,7.947430E-3,4.568885E-1,-2.687580E-2,4.576783E-1
8.000371E-1,-6.329117E-2,7.499500E-3,4.703264E-1,-5.375159E-2,4.733880E-1
8.167045E-1,-5.612429E-2,6.155710E-3,5.643917E-1,-9.406529E-2,5.721768E-1
8.333720E-1,-4.447811E-2,4.363991E-3,6.586766E-1,-9.409665E-2,6.653638E-1
8.500394E-1,-3.417572E-2,3.020201E-3,4.973680E-1,-8.065427E-2,5.038651E-1
8.667068E-1,-2.790470E-2,1.676411E-3,5.371578E-1,-5.371578E-2,5.398369E-1
8.833743E-1,-1.625853E-2,1.228481E-3,6.311604E-1,-1.342895E-2,6.313033E-1
9.000417E-1,-6.851998E-3,1.228481E-3,5.643917E-1,-0.000000E0,5.643917E-1
9.167092E-1,2.554531E-3,1.228481E-3,5.643917E-1,-1.343790E-2,5.645517E-1
9.333766E-1,1.196106E-2,7.805512E-4,5.509538E-1,-2.687580E-2,5.516089E-1
9.500440E-1,2.091966E-2,3.326212E-4,4.698566E-1,-0.000000E0,4.698566E-1
9.667115E-1,2.763861E-2,7.805512E-4,4.701697E-1,4.030026E-2,4.718937E-1
9.833789E-1,3.659721E-2,1.676411E-3,6.185557E-1,9.412804E-2,6.256766E-1
1.000046E0,4.824339E-2,3.916061E-3,6.047054E-1,6.718949E-2,6.084267E-1
1.016714E0,5.675405E-2,3.916061E-3,4.703264E-1,4.031369E-2,4.720510E-1
1.033381E0,6.392093E-2,5.259851E-3,4.300127E-1,5.375159E-2,4.333592E-1
1.050049E0,7.108781E-2,5.707781E-3,4.300127E-1,5.375159E-2,4.333592E-1
1.066716E0,7.825469E-2,7.051570E-3,3.896990E-1,8.062739E-2,3.979524E-1
1.083384E0,8.407778E-2,8.395360E-3,3.896990E-1,8.062739E-2,3.979524E-1
1.100051E0,9.124466E-2,9.739150E-3,4.031369E-1,8.062739E-2,4.111206E-1
1.116718E0,9.751568E-2,1.108294E-2,3.628233E-1,2.687580E-2,3.638173E-1
1.133386E0,1.033388E-1,1.063501E-2,2.822900E-1,-0.000000E0,2.822900E-1
1.150053E0,1.069222E-1,1.108294E-2,2.553201E-1,5.375159E-2,2.609168E-1
1.166721E0,1.118494E-1,1.242673E-2,2.821018E-1,8.060052E-2,2.933903E-1
