t,x,y,vx,vy,v,
0.000,0.483,0.290,,,
0.017,0.479,0.289,-0.148,-0.127,0.196
0.033,0.478,0.286,-0.133,-0.292,0.320
0.050,0.475,0.279,-0.302,-0.483,0.569
0.067,0.468,0.270,-0.414,-0.631,0.755
0.083,0.461,0.258,-0.377,-0.689,0.786
0.100,0.456,0.247,-0.441,-0.773,0.890
0.117,0.447,0.232,-0.836,-1.201,1.464
0.133,0.428,0.207,-0.869,-1.191,1.474
0.150,0.418,0.192,-0.750,-1.036,1.279
0.167,0.403,0.172,-0.941,-1.167,1.499
0.183,0.386,0.154,-1.143,-1.119,1.600
0.200,0.365,0.135,-1.381,-1.191,1.823
0.217,0.340,0.114,-1.629,-1.273,2.067
0.233,0.310,9.247E-2,-1.807,-1.284,2.216
0.250,0.280,7.104E-2,-1.888,-1.147,2.209
0.267,0.247,5.408E-2,-2.107,-1.005,2.335
0.283,0.210,3.758E-2,-1.598,-0.633,1.719
0.300,0.194,3.308E-2,-1.710,-0.585,1.808
0.317,0.153,1.807E-2,-3.136,-0.870,3.254
0.333,8.974E-2,4.071E-3,-3.121,-0.645,3.187
0.350,4.873E-2,-3.431E-3,-2.611,-0.210,2.619
0.367,2.718E-3,-2.930E-3,-2.611,7.501E-2,2.612
0.383,-3.829E-2,-9.300E-4,-2.626,0.330,2.646
0.400,-8.480E-2,8.072E-3,-2.505,0.480,2.551
0.417,-0.122,1.507E-2,-2.385,0.585,2.456
0.433,-0.164,2.758E-2,-2.505,0.720,2.606
0.450,-0.205,3.908E-2,-2.280,0.780,2.410
0.467,-0.240,5.358E-2,-2.356,1.126,2.611
0.483,-0.284,7.659E-2,-2.205,1.245,2.533
0.500,-0.314,9.509E-2,-1.650,1.155,2.014
0.517,-0.339,0.115,-1.485,1.245,1.938
0.533,-0.363,0.137,-1.530,1.455,2.112
0.550,-0.390,0.164,-1.320,1.380,1.910
0.567,-0.407,0.183,-1.050,1.170,1.572
0.583,-0.425,0.203,-1.035,1.365,1.713
0.600,-0.442,0.228,-0.871,1.307,1.571
0.617,-0.454,0.246,-0.645,0.840,1.059
0.633,-0.463,0.256,-0.509,0.733,0.892
0.650,-0.471,0.271,-0.389,0.719,0.817
0.667,-0.476,0.280,-0.391,0.676,0.781
0.683,-0.484,0.293,-0.301,0.586,0.659
0.700,-0.486,0.300,-0.210,0.465,0.510
0.717,-0.491,0.309,-0.180,0.375,0.416
0.733,-0.492,0.312,-4.501E-2,0.150,0.157
0.750,-0.492,0.314,-3.001E-2,1.500E-2,3.355E-2
0.767,-0.493,0.313,6.001E-2,-0.105,0.121
0.783,-0.490,0.310,0.195,-0.270,0.333
0.800,-0.487,0.304,0.195,-0.435,0.477
0.817,-0.484,0.296,0.225,-0.525,0.571
0.833,-0.479,0.286,0.240,-0.645,0.688
0.850,-0.476,0.274,0.480,-0.855,0.981
0.867,-0.463,0.258,0.555,-0.795,0.970
0.883,-0.457,0.248,0.660,-0.900,1.116
0.900,-0.441,0.228,0.825,-1.215,1.469
0.917,-0.430,0.207,0.900,-1.260,1.549
0.933,-0.411,0.186,1.035,-1.290,1.654
0.950,-0.395,0.164,1.177,-1.296,1.750
0.967,-0.372,0.142,1.395,-1.200,1.840
0.983,-0.349,0.124,1.390,-1.042,1.737
1.000,-0.326,0.108,1.635,-1.170,2.011
1.017,-0.294,8.509E-2,1.830,-1.245,2.214
1.033,-0.265,6.608E-2,1.875,-1.065,2.157
1.050,-0.232,4.958E-2,2.115,-0.960,2.323
1.067,-0.194,3.408E-2,2.535,-0.900,2.691
1.083,-0.147,1.957E-2,2.565,-0.720,2.665
1.100,-0.109,1.007E-2,2.611,-0.510,2.660
1.117,-6.029E-2,2.571E-3,2.851,-0.405,2.879
1.133,-1.378E-2,-3.431E-3,2.430,-0.135,2.434
1.150,2.072E-2,-1.930E-3,2.535,0.150,2.540
1.167,7.073E-2,1.570E-3,2.881,0.390,2.907
1.183,0.117,1.107E-2,2.911,0.690,2.991
1.200,0.168,2.457E-2,2.400,0.615,2.478
1.217,0.197,3.158E-2,1.920,0.615,2.016
1.233,0.232,4.508E-2,2.145,1.035,2.381
1.250,0.268,6.608E-2,1.935,1.170,2.261
1.267,0.296,8.409E-2,1.725,1.200,2.102
1.283,0.326,0.106,1.620,1.140,1.981
1.300,0.350,0.122,1.410,0.945,1.698
1.317,0.373,0.138,1.260,1.110,1.680
1.333,0.392,0.159,1.170,1.350,1.787
1.350,0.412,0.183,0.990,1.335,1.662
1.367,0.425,0.204,0.780,1.140,1.382
1.383,0.438,0.221,0.765,0.960,1.228
1.400,0.451,0.236,0.615,0.945,1.128
1.417,0.458,0.252,0.480,0.840,0.968
1.433,0.467,0.264,0.480,0.525,0.711
1.450,0.474,0.270,0.330,0.615,0.698
1.467,0.478,0.284,0.210,0.660,0.693
1.483,0.481,0.292,0.150,0.270,0.309
1.500,0.483,0.293,1.500E-2,9.002E-2,9.126E-2
1.517,0.482,0.295,-3.001E-2,-3.001E-2,4.243E-2
1.533,0.482,0.292,-1.500E-2,-0.105,0.106
1.550,0.481,0.291,-6.001E-2,-0.150,0.162
1.567,0.480,0.287,-0.135,-0.330,0.357
1.583,0.477,0.280,-0.300,-0.615,0.684
1.600,0.470,0.267,-0.330,-0.570,0.659
1.617,0.466,0.261,-0.375,-0.615,0.720
1.633,0.457,0.246,-0.570,-0.885,1.053
1.650,0.447,0.232,-0.675,-0.975,1.186
1.667,0.435,0.214,-0.690,-1.050,1.257
1.683,0.424,0.197,-0.795,-1.095,1.353
1.700,0.408,0.177,-1.230,-1.275,1.772
1.717,0.383,0.154,-1.305,-1.245,1.804
1.733,0.365,0.136,-1.215,-1.140,1.666
1.750,0.342,0.116,-1.350,-1.140,1.767
1.767,0.320,9.759E-2,-1.680,-1.200,2.065
1.783,0.286,7.608E-2,-1.950,-1.200,2.290
1.800,0.255,5.758E-2,-1.830,-0.945,2.060
1.817,0.225,4.458E-2,-2.084,-0.855,2.252
1.833,0.185,2.908E-2,-2.192,-0.731,2.310
1.850,0.152,2.007E-2,-2.521,-0.690,2.614
1.867,0.101,6.071E-3,-2.762,-0.558,2.818
1.883,6.023E-2,1.570E-3,-2.626,-0.210,2.634
1.900,1.372E-2,-9.300E-4,-2.611,-7.501E-2,2.612
1.917,-2.679E-2,-9.300E-4,-2.641,0.165,2.646
1.933,-7.430E-2,4.571E-3,-2.716,0.330,2.736
1.950,-0.117,1.007E-2,-2.445,0.570,2.511
1.967,-0.156,2.357E-2,-2.295,0.745,2.413
1.983,-0.193,3.458E-2,-2.145,0.750,2.272
2.000,-0.227,4.858E-2,-2.117,1.007,2.344
2.017,-0.264,6.858E-2,-2.010,1.125,2.304
2.033,-0.294,8.609E-2,-1.920,1.185,2.257
2.050,-0.328,0.108,-1.770,1.245,2.164
2.067,-0.353,0.128,-1.455,1.245,1.915
2.083,-0.377,0.150,-1.350,1.350,1.910
2.100,-0.398,0.173,-1.286,1.405,1.905
2.117,-0.420,0.196,-1.117,1.286,1.704
2.133,-0.436,0.215,-0.762,1.119,1.354
2.150,-0.445,0.234,-0.619,1.000,1.176
2.167,-0.456,0.249,-0.548,0.810,0.977
2.183,-0.463,0.261,-0.524,0.857,1.005
2.200,-0.474,0.277,-0.476,0.762,0.898
2.217,-0.479,0.286,-0.310,0.548,0.629
2.233,-0.484,0.296,-0.238,0.452,0.511
2.250,-0.487,0.301,-0.143,0.286,0.319
2.267,-0.489,0.305,-7.143E-2,0.190,0.203
2.283,-0.490,0.308,-2.381E-2,7.143E-2,7.529E-2
2.300,-0.490,0.308,4.751E-2,-9.502E-2,0.106
2.317,-0.488,0.304,0.119,-0.262,0.288
2.333,-0.486,0.299,0.192,-0.312,0.366
2.350,-0.482,0.294,0.238,-0.452,0.511
2.367,-0.478,0.284,0.284,-0.616,0.679
2.383,-0.472,0.273,0.405,-0.810,0.905
2.400,-0.464,0.257,0.524,-0.905,1.045
2.417,-0.455,0.243,0.690,-1.000,1.215
2.433,-0.441,0.223,0.763,-1.073,1.317
2.450,-0.429,0.208,0.857,-1.047,1.353
2.467,-0.413,0.189,1.117,-1.284,1.702
2.483,-0.392,0.165,1.310,-1.405,1.921
2.500,-0.369,0.142,1.238,-1.238,1.751
2.517,-0.351,0.123,1.381,-1.167,1.808
2.533,-0.323,0.103,1.738,-1.191,2.107
2.550,-0.293,8.374E-2,1.711,-0.998,1.981
2.567,-0.266,6.945E-2,2.024,-1.000,2.257
2.583,-0.225,5.040E-2,2.195,-1.002,2.413
2.600,-0.193,3.612E-2,1.810,-0.738,1.954
2.617,-0.165,2.580E-2,2.048,-0.738,2.177
2.633,-0.124,1.151E-2,2.714,-0.667,2.795
