,mass A,,,
t,θ,ω,α,
0.000,89.4,,
0.017,88.6,-62.0,
0.033,87.4,-74.6,-959.7
0.050,86.1,-90.4,-709.1
0.067,84.3,-102.8,-1222.2
0.083,82.7,-124.8,-947.3
0.100,80.2,-142.4,-997.8
0.117,77.9,-150.5,-1047.2
0.133,75.2,-181.0,-1060.1
0.150,71.9,-189.3,-697.4
0.167,68.8,-197.4,-1558.3
0.183,65.3,-242.2,-1786.1
0.200,60.8,-264.4,-230.0
0.217,56.5,-245.1,388.7
0.233,52.6,-247.3,-897.2
0.250,48.3,-278.2,-1835.3
0.267,43.3,-309.3,-119.6
0.283,37.9,-288.7,953.8
0.300,33.7,-264.2,-1046.2
0.317,29.1,-324.3,-1910.4
0.333,22.9,-344.9,-814.2
0.350,17.6,-333.3,-915.8
0.367,11.8,-380.5,-2666.3
0.383,5.0,-425.8,-1197.2
0.400,-2.4,-423.4,1477.7
0.417,-9.2,-373.5,2694.7
0.433,-14.9,-329.0,898.4
0.450,-20.1,-340.9,-957.2
0.467,-26.2,-369.3,486.5
0.483,-32.4,-328.5,1347.8
0.500,-37.2,-307.8,2074.2
0.517,-42.7,-279.9,831.3
0.533,-46.5,-257.7,-453.5
0.550,-51.3,-307.8,-919.7
0.567,-56.8,-294.6,1368.2
0.583,-61.1,-251.1,1823.5
0.600,-65.1,-236.9,1723.2
0.617,-69.0,-198.7,1386.7
0.633,-71.8,-179.4,658.5
0.650,-75.0,-186.7,489.7
0.667,-78.0,-161.6,979.0
0.683,-80.4,-149.1,1501.5
0.700,-82.9,-120.6,1223.2
0.717,-84.4,-96.4,1766.8
0.733,-86.2,-74.0,728.4
0.750,-86.9,-59.0,656.5
0.767,-88.1,-63.5,758.5
0.783,-89.0,-30.5,1655.1
0.800,-89.1,-5.1,1223.2
0.817,-89.1,7.8,924.9
0.833,-88.9,25.7,790.3
0.850,-88.3,35.9,1214.2
0.867,-87.7,61.2,1244.3
0.883,-86.2,84.8,1170.6
0.900,-84.9,94.5,984.0
0.917,-83.1,119.2,1330.9
0.933,-80.9,140.0,721.9
0.950,-78.4,144.0,1187.9
0.967,-76.1,172.9,1060.5
0.983,-72.7,191.1,923.8
1.000,-69.7,192.7,377.8
1.017,-66.2,210.1,1174.8
1.033,-62.7,227.7,2220.5
1.050,-58.6,282.9,374.4
1.067,-53.3,258.2,1799.1
1.083,-50.0,303.5,728.4
1.100,-43.2,334.0,186.0
1.117,-38.9,269.6,-867.1
1.133,-34.2,315.8,1873.3
1.150,-28.4,340.2,753.6
1.167,-22.8,333.6,909.7
1.183,-17.2,367.3,1851.4
1.200,-10.6,397.3,-533.0
1.217,-3.7,354.8,-1635.0
1.233,1.2,336.5,-220.2
1.250,7.2,363.8,821.2
1.267,13.4,354.6,-318.1
1.283,19.1,348.2,558.3
1.300,25.0,374.0,-435.5
1.317,31.5,345.3,-1510.8
1.333,36.5,305.8,-1825.2
1.350,41.7,296.5,-1696.1
1.367,46.4,247.3,-699.0
1.383,50.0,260.5,802.6
1.400,55.0,292.9,420.6
1.417,59.7,266.8,-1691.4
1.433,63.9,236.5,-2088.3
1.450,67.6,197.8,-1894.9
1.467,70.5,170.0,-468.6
1.483,73.3,181.5,-682.8
1.500,76.6,158.5,-1769.7
1.517,78.6,110.0,-1813.6
1.533,80.2,101.2,141.0
1.550,81.9,114.1,-712.4
1.567,84.0,86.9,-1340.8
1.583,84.8,54.9,-1281.5
1.600,85.9,53.6,-964.5
1.617,86.6,22.0,-1614.1
1.633,86.6,-4.5,-1300.0
1.650,86.5,-18.2,-919.3
1.667,86.0,-35.9,-1121.7
1.683,85.3,-55.2,-492.0
1.700,84.2,-55.6,-317.9
1.717,83.4,-59.3,-652.0
1.733,82.2,-81.6,-1407.4
1.750,80.7,-104.5,-1856.5
1.767,78.7,-143.1,-1533.3
1.783,75.9,-161.2,-1372.2
1.800,73.3,-180.2,-1586.7
1.817,69.9,-219.9,-1364.3
1.833,66.0,-227.4,-312.3
1.850,62.3,-225.3,85.0
1.867,58.5,-227.5,-686.4
1.883,54.8,-243.8,-933.1
1.900,50.4,-264.4,-1373.8
1.917,45.9,-284.5,-1171.2
1.933,40.9,-308.0,53.4
1.950,35.7,-285.3,-778.7
1.967,31.4,-317.0,-1621.7
1.983,25.1,-362.1,-699.4
2.000,19.3,-330.4,1254.4
2.017,14.1,-316.7,-1220.3
2.033,8.7,-368.0,-708.6
2.050,1.8,-361.1,15.4
2.067,-3.3,-340.4,239.6
2.083,-9.5,-370.9,-642.1
2.100,-15.7,-357.5,537.2
2.117,-21.4,-350.1,706.1
2.133,-27.3,-338.3,537.0
2.150,-32.7,-327.2,-588.3
2.167,-38.2,-357.2,699.7
2.183,-44.6,-320.1,917.2
2.200,-48.9,-298.6,2893.1
2.217,-54.6,-256.8,1477.3
2.233,-57.5,-214.6,1826.4
2.250,-61.7,-223.9,-628.8
2.267,-64.9,-215.7,721.7
2.283,-68.9,-214.6,1263.5
2.300,-72.1,-167.0,1504.7
2.317,-74.5,-159.6,503.1
2.333,-77.4,-159.7,808.2
2.350,-79.8,-128.7,815.8
2.367,-81.7,-127.2,1606.3
2.383,-84.1,-89.4,989.3
2.400,-84.7,-72.4,899.9
2.417,-86.5,-81.3,453.5
2.433,-87.4,-45.4,1852.7
2.450,-88.0,-22.8,1475.6
2.467,-88.1,4.5,1788.2
2.483,-87.8,36.1,791.6
2.500,-86.9,36.6,321.0
2.517,-86.6,36.7,596.8
2.533,-85.7,62.9,724.6
2.550,-84.5,62.1,933.8
2.567,-83.6,85.2,1670.2
2.583,-81.7,127.2,1903.5
2.600,-79.4,146.3,1644.6
2.617,-76.8,179.9,1563.1
2.633,-73.4,203.4,419.8
2.650,-70.0,191.4,-80.3
2.667,-67.0,195.8,295.7
2.683,-63.5,207.5,2438.0
2.700,-60.1,265.3,1716.4
2.717,-54.7,288.0,465.1
2.733,-50.5,259.8,-622.7
2.750,-46.0,274.9,1474.0
2.767,-41.3,305.3,687.9
2.783,-35.8,309.2,267.1
2.800,-31.1,301.4,120.8
2.817,-25.8,317.7,2258.8
2.833,-20.4,367.9,1186.1
2.850,-13.5,378.1,107.2
2.867,-7.8,352.4,6.4
2.883,-1.8,384.0,-520.7
2.900,5.0,347.3,-643.3
2.917,9.8,336.8,-93.0
2.933,16.2,367.8,-125.9
2.950,22.1,325.4,-1290.7
2.967,27.0,316.7,-409.1
2.983,32.6,322.6,22.7
3.000,37.8,311.4,-963.4
3.017,43.0,294.8,-1257.2
3.033,47.6,265.7,-697.7
3.050,51.9,268.7,-870.0
3.067,56.6,247.8,-1236.8
3.083,60.1,214.9,-345.4
3.100,63.7,239.0,764.1
3.117,68.1,248.0,-2086.3
3.133,72.0,171.8,-2554.8
3.150,73.8,141.7,-1548.3
3.167,76.7,143.4,-901.1
3.183,78.6,99.5,-1466.9
3.200,80.0,94.5,-710.0
3.217,81.7,82.4,-742.9
3.233,82.8,63.5,-931.1
3.250,83.9,55.3,-444.3
3.267,84.6,46.1,-1115.4
3.283,85.4,22.3,-1485.5
3.300,85.4,-8.7,-1266.0
3.317,85.1,-18.6,-1267.5
3.333,84.8,-46.6,-1132.9
3.350,83.5,-64.7,-642.3
3.367,82.6,-61.4,-539.2
3.383,81.5,-82.8,-1524.9
3.400,79.8,-114.2,-1920.0
3.417,77.7,-146.2,-1094.6
3.433,75.0,-154.7,-387.3
3.450,72.5,-153.1,-221.2
3.467,69.9,-164.7,-2070.2
3.483,67.0,-215.6,-870.4
3.500,62.7,-213.3,-476.6
3.517,59.9,-205.4,-599.0
3.533,55.8,-251.3,-1530.2
3.550,51.6,-251.7,-1465.0
3.567,47.4,-290.6,-944.3
3.583,41.8,-303.0,-1214.9
3.600,37.3,-312.6,421.6
3.617,31.5,-311.1,-102.1
3.633,27.0,-292.5,301.6
3.650,21.7,-314.3,-1307.5
3.667,16.5,-329.6,-1710.5
3.683,10.7,-372.9,-1223.6
3.700,4.1,-378.2,1239.2
3.717,-1.9,-326.5,20.4
3.733,-6.8,-362.0,724.7
3.750,-14.0,-338.7,-883.5
3.767,-18.1,-342.8,76.7
3.783,-25.4,-383.5,-644.5
3.800,-30.9,-334.9,2604.9
3.817,-36.5,-309.9,1017.3
3.833,-41.2,-290.4,1702.4
3.850,-46.2,-265.3,237.8
3.867,-50.1,-265.8,1067.1
3.883,-55.1,-252.1,-470.1
3.900,-58.5,-254.8,958.0
3.917,-63.6,-250.2,289.2
3.933,-66.8,-218.0,2210.9
3.950,-70.8,-198.0,1090.5
3.967,-73.4,-163.9,1457.4
3.983,-76.3,-164.1,1103.3
4.000,-78.8,-125.2,1270.2
4.017,-80.5,-110.9,478.5
4.033,-82.5,-116.6,773.1
4.050,-84.4,-86.4,1736.1
4.067,-85.4,-54.5,1566.7
4.083,-86.2,-36.4,932.8
4.100,-86.6,-22.5,860.9
4.117,-86.9,-9.0,617.1
4.133,-86.9,0.0,1236.8
4.150,-86.9,27.1,1373.4
4.167,-86.0,53.7,1405.7
4.183,-85.1,67.8,1139.6
4.200,-83.8,94.2,880.1
4.217,-82.0,99.3,652.0
4.233,-80.5,109.9,867.1
4.250,-78.3,133.4,1160.6
4.267,-76.0,146.9,1155.7
4.283,-73.4,170.6,1737.8
4.300,-70.3,205.7,1185.6
4.317,-66.6,214.6,997.9
4.333,-63.2,230.5,896.2
4.350,-58.9,253.3,423.2
4.367,-54.7,241.5,594.4
4.383,-50.9,266.1,1250.0
4.400,-45.9,293.9,1111.1
4.417,-41.0,294.5,297.8
4.433,-36.0,306.4,1089.0
4.450,-30.8,330.2,591.4
4.467,-25.0,332.6,-115.1
4.483,-19.8,319.1,506.5
4.500,-14.4,348.4,2192.2
4.517,-8.1,396.6,-192.2
4.533,-1.2,353.3,-1908.9
4.550,3.6,308.8,-1288.9
4.567,9.1,314.3,958.9
4.583,14.5,334.7,1160.3
4.600,20.3,377.7,-256.4
4.617,26.6,335.4,-1444.7
4.633,31.5,301.4,-1058.5
4.650,36.7,310.8,116.3
4.667,41.8,303.2,-967.3
4.683,46.8,280.4,-1257.7
4.700,51.2,257.3,-1110.4
4.717,55.4,245.7,-1265.3
4.733,59.3,216.9,-557.5
4.750,62.6,218.5,-137.5
4.767,66.6,224.6,-672.8
4.783,70.1,190.2,-2083.0
4.800,73.0,155.3,-2120.4
4.817,75.3,119.5,-1473.7
4.833,77.0,103.3,-820.9
4.850,78.7,96.5,-318.0
4.867,80.2,89.7,-858.8
4.883,81.7,72.4,-1032.8
4.900,82.6,49.9,-1279.5
4.917,83.4,33.5,-827.1
4.933,83.7,19.2,-1476.6
4.950,84.0,-10.1,-1923.2
4.967,83.4,-51.0,-838.1
4.984,82.3,-40.9,70.5
5.000,82.0,-37.6,-663.1
5.017,81.0,-70.0,-1665.1
5.034,79.7,-92.6,-1245.2
5.050,78.0,-111.2,-1221.5
5.067,76.0,-132.6,-1416.0
5.084,73.5,-158.8,-835.2
5.100,70.7,-163.7,-439.4
5.117,68.1,-167.4,-1125.4
5.134,65.1,-202.6,-1220.2
5.150,61.3,-214.5,-302.8
5.167,57.9,-201.7,-996.4
5.184,54.5,-244.9,-1949.0
5.200,49.8,-287.0,-661.9
5.217,45.1,-264.2,275.4
5.234,41.0,-264.8,-432.8
5.250,36.3,-285.4,-80.0
5.267,31.5,-268.9,-902.3
5.284,27.3,-301.7,-3165.0
5.300,21.4,-387.6,-2817.5
5.317,14.4,-400.4,-282.9
5.334,8.0,-385.8,4341.6
5.350,1.5,-276.6,1539.9
5.367,-1.2,-283.4,-1659.0
5.384,-7.9,-385.7,-2651.7
5.400,-14.0,-351.2,1649.4
5.417,-19.6,-330.0,333.8
5.434,-25.0,-338.5,-93.6
5.450,-30.9,-339.9,349.8
5.467,-36.4,-321.9,1322.8
5.484,-41.6,-298.6,1651.6
5.500,-46.3,-264.6,686.8
5.517,-50.5,-270.7,-1239.6
5.534,-55.3,-311.9,860.1
5.550,-60.9,-255.2,2564.9
5.567,-63.8,-199.1,1846.6
5.584,-67.5,-211.2,869.5
5.600,-70.9,-169.9,904.2
5.617,-73.2,-168.1,825.5
5.634,-76.5,-161.5,1302.3
5.650,-78.6,-110.9,1791.6
5.667,-80.2,-103.2,758.3
5.684,-82.0,-91.2,321.1
5.700,-83.2,-85.5,996.6
5.717,-84.8,-67.6,1129.8
5.734,-85.5,-38.1,929.7
5.750,-86.1,-40.1,1068.5
5.767,-86.8,-8.3,2007.2
5.784,-86.4,35.7,1379.3
5.800,-85.6,36.7,613.2
5.817,-85.2,49.3,994.4
5.834,-84.0,76.2,1483.1
5.850,-82.6,95.5,832.7
5.867,-80.8,107.2,1233.5
5.884,-79.0,130.6,746.8
5.900,-76.5,141.6,651.2
5.917,-74.3,142.6,538.9
5.934,-71.7,164.8,2315.6
5.950,-68.8,213.7,1074.7
5.967,-64.6,214.1,571.3
5.984,-61.6,211.3,871.8
6.000,-57.5,262.9,1505.0
6.017,-53.0,263.1,214.8
6.034,-48.8,259.3,1122.4
6.050,-44.3,299.6,1784.2
6.067,-38.8,327.8,879.7
6.084,-33.4,323.0,-1017.1
6.100,-28.0,298.0,2591.5
6.117,-23.5,386.2,647.4
6.134,-15.1,373.4,-2021.5
6.150,-11.0,264.4,-3431.3
6.167,-6.3,281.6,2672.8
6.184,-1.6,342.5,3197.7
6.200,5.1,405.1,-161.5
6.217,11.9,338.9,-1656.0
6.234,16.4,322.7,-128.7
6.250,22.6,361.2,488.9
6.267,28.4,330.2,-1934.0
6.284,33.6,296.0,-1339.6
6.300,38.3,282.8,-603.2
6.317,43.1,280.1,-397.0
6.334,47.6,268.2,630.4
6.350,52.0,295.6,-1294.5
6.367,57.5,247.1,-2303.8
6.384,60.2,187.5,-1548.9
6.400,63.7,213.0,134.7
6.417,67.3,193.1,-774.5
6.434,70.2,178.8,-1922.7
6.450,73.3,141.5,-1655.6
6.467,74.9,107.3,-1506.5
6.484,76.9,103.6,-420.0
6.500,78.3,87.1,-1230.4
6.517,79.8,67.5,-720.7
6.534,80.6,56.6,-543.8
6.550,81.7,55.7,-516.9
6.567,82.5,36.9,-1452.3
6.584,82.9,8.5,-2078.6
6.600,82.7,-33.1,-1816.2
6.617,81.8,-55.9,-574.0
6.634,80.9,-49.8,79.1
6.650,80.1,-50.6,-1068.0
6.667,79.2,-84.4,-1156.5
6.684,77.3,-97.5,-339.5
6.700,75.9,-87.5,-1803.1
6.717,74.4,-152.7,-2720.2
6.734,70.9,-197.6,-189.9
6.750,67.8,-149.6,10.8
6.767,65.9,-181.3,-1571.9
6.784,61.8,-227.3,-645.9
6.800,58.3,-191.3,-865.1
6.817,55.4,-243.4,-1206.3
6.834,50.2,-261.7,-1575.5
6.850,46.7,-263.3,70.8
6.867,41.4,-285.5,-1046.1
6.884,37.1,-278.6,-658.2
6.900,32.1,-318.0,-1984.5
6.917,26.6,-344.4,25.3
6.934,20.6,-322.0,205.5
6.950,15.8,-321.4,-339.5
6.967,9.9,-348.6,-1890.8
6.984,4.2,-373.4,236.1
7.000,-2.5,-357.2,1135.5
7.017,-7.7,-316.7,2194.8
7.034,-13.1,-296.6,-971.4
7.050,-17.6,-331.6,-1335.2
7.067,-24.1,-366.5,390.2
7.084,-29.8,-306.7,1856.3
7.100,-34.4,-295.9,328.5
7.117,-39.7,-308.1,-72.2
7.134,-44.6,-293.1,737.1
7.150,-49.4,-284.0,1078.4
7.167,-54.1,-259.7,1424.3
7.184,-58.1,-232.3,1190.3
7.200,-61.8,-221.2,578.7
7.217,-65.5,-212.5,958.7
7.234,-69.0,-191.4,970.2
7.250,-71.8,-176.7,1305.1
7.267,-74.8,-154.8,1164.7
7.284,-77.0,-130.3,1432.0
7.300,-79.2,-112.8,139.4
7.317,-80.8,-117.6,1090.3
7.334,-83.1,-92.0,1398.1
7.350,-83.8,-53.0,1784.3
7.367,-84.9,-44.2,893.4
7.384,-85.3,-18.3,1203.2
7.400,-85.5,-4.8,1170.6
7.417,-85.5,18.3,632.8
7.434,-84.9,22.8,699.2
7.450,-84.7,31.8,1181.4
7.467,-83.8,68.6,1741.6
7.484,-82.4,89.6,1050.8
7.500,-80.8,102.7,222.0
7.517,-79.0,99.2,811.2
7.534,-77.5,121.5,1870.6
7.550,-74.9,169.8,1551.8
7.567,-71.8,174.8,533.8
7.584,-69.1,179.8,1461.3
7.600,-65.8,225.5,1401.1
7.617,-61.6,234.0,-505.5
7.634,-58.0,200.9,1497.4
7.650,-54.9,273.8,2343.4
7.667,-48.9,306.8,1407.1
7.684,-44.4,290.6,-203.1
7.700,-39.2,326.3,83.1
7.717,-33.8,296.9,469.2
7.734,-29.3,317.2,2271.1
7.750,-23.2,387.8,2373.2
7.767,-16.4,397.0,-3325.8
7.784,-10.0,284.8,-2044.5
7.800,-6.9,287.3,1002.8
7.817,-0.4,365.4,5007.9
7.834,5.3,421.0,-785.1
7.850,13.6,382.6,-1669.9
7.867,18.0,312.4,-4264.4
7.884,24.0,282.6,334.6
7.900,27.4,283.5,-837.2
7.917,33.5,298.1,848.4
7.934,37.4,275.5,-2007.8
7.950,42.7,259.5,-916.5
7.967,46.1,220.1,-660.4
7.984,50.0,250.4,1370.4
8.000,54.4,266.3,-306.5
8.017,58.9,242.8,-2335.8
8.034,62.5,184.3,-2108.6
8.050,65.0,166.0,-336.8
8.067,68.0,180.7,-464.2
8.084,71.0,153.6,-1052.0
8.100,73.1,135.3,-1037.7
8.117,75.6,128.9,-1003.5
8.134,77.4,97.3,-1760.6
8.150,78.8,70.5,-1477.5
8.167,79.8,47.8,-1284.5
8.184,80.4,28.0,-691.7
8.200,80.7,22.7,-438.5
8.217,81.2,17.5,
8.234,81.3,,
