,mass A,,,
t,θ,ω,α,
0.000,62.9,,
0.017,62.6,-19.2,
0.033,62.3,-34.0,-1159.6
0.050,61.5,-60.5,-1382.6
0.067,60.3,-80.1,-651.6
0.083,58.8,-83.5,-574.9
0.100,57.5,-94.6,-2201.3
0.117,55.6,-155.6,-1346.1
0.133,52.3,-156.5,-60.9
0.150,50.4,-135.2,332.7
0.167,47.8,-158.3,-1162.8
0.183,45.1,-169.1,-992.6
0.200,42.1,-192.6,-1493.3
0.217,38.7,-218.9,-1206.1
0.233,34.8,-234.3,-506.6
0.250,30.9,-234.0,-440.9
0.267,27.0,-247.0,2072.5
0.283,22.7,-182.1,533.5
0.300,21.0,-191.7,-4138.1
0.317,16.3,-346.1,-3896.5
0.333,9.4,-337.8,1068.1
0.350,5.0,-278.3,2324.6
0.367,0.2,-276.9,-388.3
0.383,-4.2,-282.1,514.7
0.400,-9.2,-272.0,130.6
0.417,-13.3,-263.1,157.4
0.433,-18.0,-278.0,114.1
0.450,-22.5,-256.6,-227.8
0.467,-26.6,-277.3,213.7
0.483,-31.8,-268.3,1423.7
0.500,-35.5,-213.3,1991.9
0.517,-38.9,-205.0,-324.3
0.533,-42.3,-223.8,376.9
0.550,-46.3,-202.4,1307.4
0.567,-49.1,-166.6,746.5
0.583,-51.9,-181.8,233.7
0.600,-55.1,-166.5,1910.8
0.617,-57.4,-111.7,2007.6
0.633,-58.9,-94.3,1015.3
0.650,-60.6,-86.3,130.6
0.667,-61.8,-82.4,800.7
0.683,-63.3,-69.6,538.5
0.700,-64.1,-53.9,1047.6
0.717,-65.1,-44.0,944.9
0.733,-65.5,-16.4,1280.4
0.750,-65.7,-2.8,897.9
0.767,-65.6,12.7,1115.9
0.783,-65.3,34.6,1082.2
0.800,-64.5,50.4,822.0
0.817,-63.6,60.4,632.4
0.833,-62.5,72.0,1393.9
0.850,-61.2,103.7,575.7
0.867,-59.0,102.0,973.1
0.883,-57.8,118.1,1069.5
0.900,-55.1,155.2,1695.1
0.917,-52.6,164.0,388.4
0.933,-49.6,174.4,849.0
0.950,-46.8,184.9,382.2
0.967,-43.4,194.1,25.7
0.983,-40.3,183.7,697.2
1.000,-37.3,213.3,1240.7
1.017,-33.2,235.0,741.3
1.033,-29.5,229.1,301.7
1.050,-25.6,246.7,1757.4
1.067,-21.3,286.3,795.1
1.083,-16.0,283.7,429.6
1.100,-11.8,283.7,255.9
1.117,-6.6,306.3,-705.9
1.133,-1.6,259.3,-576.2
1.150,2.1,269.8,871.3
1.167,7.4,309.7,1837.6
1.183,12.4,318.4,-1920.6
1.200,18.0,263.0,-2331.5
1.217,21.2,213.3,-784.1
1.233,25.1,252.3,639.8
1.250,29.6,239.2,-531.3
1.267,33.1,223.0,-1203.9
1.283,37.0,209.8,-1108.0
1.300,40.1,178.4,-998.3
1.317,43.0,177.3,233.9
1.333,46.0,188.1,-150.5
1.350,49.2,175.4,-1135.2
1.367,51.9,146.1,-1355.8
1.383,54.1,130.1,-821.2
1.400,56.2,120.0,-848.4
1.417,58.1,102.5,-1381.9
1.433,59.6,73.8,-681.8
1.450,60.6,74.1,-355.5
1.467,62.1,72.1,-1085.0
1.483,63.0,32.8,-1812.7
1.500,63.2,9.3,-1209.6
1.517,63.3,-4.3,-513.2
1.533,63.0,-10.7,-499.8
1.550,62.9,-17.1,-755.0
1.567,62.5,-37.7,-1717.6
1.583,61.7,-72.5,-689.0
1.600,60.0,-69.9,-591.1
1.617,59.3,-76.3,-864.3
1.633,57.5,-111.7,-1656.7
1.650,55.6,-125.7,-520.8
1.667,53.3,-132.8,-671.9
1.683,51.2,-142.9,-1619.8
1.700,48.5,-187.5,-1125.4
1.717,44.9,-190.6,-81.0
1.733,42.2,-176.6,342.7
1.750,39.0,-186.9,-1479.6
1.767,36.0,-218.6,-1313.5
1.783,31.8,-242.2,-163.8
1.800,27.9,-218.2,-118.2
1.817,24.5,-238.7,-398.2
1.833,19.9,-245.5,-1775.5
1.850,16.2,-277.7,-796.8
1.867,10.7,-300.4,-703.1
1.883,6.3,-280.3,1000.1
1.900,1.3,-278.3,-401.2
1.917,-3.0,-282.3,-37.6
1.933,-8.1,-291.1,232.8
1.950,-12.7,-268.2,1167.0
1.967,-17.0,-256.7,776.3
1.983,-21.1,-242.2,-70.0
2.000,-25.1,-249.8,164.4
